Date,Time,Type,CF IN Pressure (psi),CF OUT Pressure (psi),RO IN Feedwater Pressure (psi),CF IN Feedwater pH,RO OUT Concentrate Pressure (psi),CF Effluent EC (uS/cm),CF Effluent Temperature (C),RO Overall Permeate EC (uS/cm),RO Overall Permeate pH,RO Overall Concentrate Flowrate (gpm),RO Overall Permeate Flowrate (gpm),RO Overall Concentrate EC (uS/cm),CF Differential Pressure (psi),Rejection (%),Recovery (%),CF Effluent EC (ppm),RO Overall Permeate EC (ppm),RO Overall Concentrate EC (ppm),True Power (W),Reactive Power (Var),Apparent Power (VA),Net Energy (kWh),Power Factor,RO Overall Feed Flowrate/CF Effluent/Pilot Make-up Overall Flow (gpm),Recirculation Flow Rate (gpm),RO Pump VFD Setpoint (%),RO Pump VFD (%),Permeate Flow Rate Setpoint (gpm),Concentrate Flow Setpoint (ON/OFF),Recirculation Flow Setpoint (ON/OFF),Concentrate Flow Rate Setpoint (gpm),Recirculation Flow Rate Setpoint (gpm),Concentrate Vave Position Setpoint (%),Recirculate Valve Position Setpoint (%)
6/26/2025,5:51:17,Data,32.548,31.353,63.959,6.99,45.623,2315.62,28.42,55.749,0.03,3.22,1.341,3516.03,1.1,97.6,29.4,1389,27.92,2109.6,2199.8,2411.1,3424.1,2709.7,0.61892,4.562,1.89,80,46.9,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:51:21,Data,32.501,31.569,63.506,7,45.533,2315.62,28.43,56.471,0.04,3.204,1.322,3497.94,0.932,97.6,29.2,1389,28.19,2098.8,2189.7,2444.3,3449.7,2709.7,0.60781,4.527,1.88,80,46.6,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:51:25,Data,33.034,32.028,63.325,6.99,45.533,2319.23,28.44,56.922,0.04,3.205,1.309,3479.85,0.83,97.5,29,1391,28.51,2087.9,2187.9,2428.4,3427.7,2709.7,0.61481,4.514,1.83,80,46.4,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:51:28,Data,33.345,32.244,63.099,7,45.397,2319.23,28.45,57.645,0.04,3.204,1.306,3475.33,1.1,97.5,29,1392,28.82,2085.2,2176,2436.7,3434,2709.7,0.61075,4.508,1.81,80,46.1,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:51:32,Data,33.412,32.48,62.918,6.99,45.397,2317.43,28.47,58.186,0.03,3.203,1.306,3461.76,0.932,97.5,29,1390,29.09,2077.1,2164.6,2453.3,3431.4,2709.7,0.60462,4.51,1.79,80,45.9,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:51:36,Data,33.642,32.636,62.602,7,45.307,2318.33,28.46,58.818,0.04,3.188,1.306,3475.33,1.033,97.5,29.1,1391,29.41,2085.2,2175.8,2473.7,3448,2709.7,0.60681,4.495,1.76,80,45.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:51:39,Data,33.669,32.615,62.466,7,45.171,2315.62,28.46,59.27,0.04,3.189,1.309,3457.24,1.141,97.4,29.1,1389,29.63,2074.3,2153.8,2476.5,3438.4,2709.7,0.60277,4.498,1.73,80,45.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:51:43,Data,33.696,32.723,62.33,7,45.081,2315.62,28.46,59.902,0.03,3.188,1.295,3448.2,0.945,97.4,28.9,1389,30,2068.9,2150.3,2450,3413.7,2709.7,0.60526,4.482,1.72,80,45.3,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:51:47,Data,33.642,32.723,62.376,7,45.035,2310.2,28.46,60.624,0.04,3.194,1.293,3439.15,0.918,97.4,28.8,1387,30.31,2063.5,2112.1,2422.9,3399.2,2709.7,0.59709,4.488,1.73,80,45.3,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:51:50,Data,33.756,32.723,62.376,6.99,45.081,2316.52,28.45,61.346,0.03,3.184,1.294,3434.63,0.965,97.4,28.9,1389,30.67,2060.8,2162.4,2423.3,3406.8,2709.7,0.61134,4.479,1.72,80,45.3,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:51:54,Data,33.844,32.94,62.376,6.99,45.171,2317.43,28.45,61.617,0.04,3.186,1.3,3412.02,0.965,97.3,29,1390,30.85,2047.2,2129,2386.1,3365.7,2709.7,0.60726,4.486,1.71,80,45.3,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:51:58,Data,34.047,32.953,62.24,7,45.035,2319.23,28.46,62.249,0.04,3.188,1.305,3416.54,0.945,97.3,29,1391,31.08,2049.9,2151.2,2409.5,3395,2709.7,0.61322,4.493,1.72,80,45.1,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:01,Data,34.107,32.967,61.923,7,44.9,2315.62,28.45,62.429,0.03,3.186,1.302,3407.5,1.127,97.3,29,1389,31.21,2044.5,2167,2397.4,3395.6,2709.7,0.61783,4.488,1.7,80,44.9,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:05,Data,34.161,32.98,61.788,7,44.9,2316.52,28.43,63.152,0.04,3.191,1.295,3393.93,1.134,97.3,28.9,1390,31.53,2036.4,2130.7,2386.2,3364.7,2709.7,0.61061,4.486,1.67,80,44.8,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:08,Data,34.114,33.27,61.923,7,45.081,2320.14,28.42,63.423,0.03,3.178,1.293,3384.89,0.925,97.3,28.9,1392,31.71,2030.9,2164.1,2384.6,3387.1,2709.7,0.61193,4.471,1.67,80,44.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:12,Data,34.384,33.21,62.104,7,45.126,2320.14,28.43,63.603,0.05,3.179,1.296,3389.41,0.959,97.3,29,1393,31.85,2033.6,2156.5,2413,3398.8,2709.7,0.60992,4.475,1.66,80,44.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:16,Data,34.513,33.581,62.014,7,45.081,2321.95,28.42,63.874,0.04,3.197,1.301,3371.32,1.026,97.2,28.9,1393,31.94,2022.8,2141,2386.4,3372.3,2709.7,0.61621,4.499,1.66,80,44.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:19,Data,34.351,33.412,61.697,7,44.945,2321.04,28.43,64.235,0.04,3.188,1.298,3362.28,1.04,97.2,28.9,1392,32.12,2017.4,2136.3,2389.1,3367,2709.7,0.61339,4.486,1.63,80,44.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:23,Data,34.364,33.419,61.697,7,44.99,2318.33,28.42,64.506,0.04,3.184,1.293,3348.71,0.925,97.2,28.9,1392,32.21,2009.2,2145.5,2379,3368,2709.7,0.61498,4.476,1.63,80,44.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:27,Data,34.789,33.642,62.014,7,45.081,2319.23,28.42,64.596,0.03,3.182,1.3,3348.71,1.033,97.2,29,1392,32.34,2009.2,2139.1,2378.9,3363.1,2709.7,0.60969,4.481,1.63,80,44.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:30,Data,34.796,33.756,61.607,7,44.99,2319.23,28.41,64.777,0.03,3.193,1.309,3353.23,0.932,97.2,29.1,1391,32.43,2011.9,2139.3,2381.3,3361.5,2709.7,0.61202,4.504,1.62,80,44.3,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:34,Data,34.972,33.885,61.471,7,44.945,2318.33,28.42,65.138,0.04,3.189,1.3,3339.66,1.175,97.2,29,1391,32.48,2003.8,2128.2,2391.3,3369.1,2709.7,0.61094,4.489,1.6,80,44.1,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:37,Data,34.999,33.871,61.335,7,44.764,2321.04,28.42,65.228,0.04,3.191,1.282,3339.66,1.148,97.2,28.7,1393,32.61,2003.8,2136.3,2374.1,3359.4,2709.7,0.60996,4.472,1.59,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:41,Data,34.931,33.871,61.426,7,44.855,2321.04,28.41,65.138,0.03,3.183,1.293,3339.66,0.817,97.2,28.9,1393,32.61,2003.8,2153.2,2396.7,3382.9,2709.7,0.61204,4.477,1.58,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:45,Data,34.796,34.094,61.426,7,44.945,2318.33,28.41,65.318,0.04,3.183,1.294,3353.23,0.965,97.2,28.9,1390,32.61,2011.9,2149.7,2368.1,3361.9,2709.7,0.61606,4.478,1.58,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:48,Data,34.796,33.966,61.335,6.99,44.855,2318.33,28.41,65.499,0.03,3.188,1.293,3348.71,1.013,97.2,28.9,1391,32.7,2009.2,2134.2,2375.1,3359.6,2709.7,0.61031,4.481,1.59,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:52,Data,34.911,33.878,61.471,6.99,44.855,2317.43,28.41,65.589,0.04,3.193,1.292,3348.71,1.121,97.2,28.8,1390,32.79,2009.2,2140,2377.8,3367.3,2709.7,0.61212,4.485,1.59,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:56,Data,34.85,34.094,61.516,7,44.9,2319.23,28.42,65.499,0.03,3.183,1.292,3339.66,0.837,97.2,28.9,1392,32.75,2003.8,2152.9,2388.1,3379,2709.7,0.61522,4.474,1.6,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:52:59,Data,34.796,33.986,61.154,7,44.81,2319.23,28.42,65.589,0.03,3.189,1.294,3339.66,0.945,97.2,28.9,1391,32.75,2003.8,2140.8,2379.3,3366.2,2709.7,0.61484,4.484,1.59,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:03,Data,34.823,33.871,61.38,7,44.855,2321.04,28.42,65.409,0.03,3.194,1.291,3339.66,0.925,97.2,28.8,1393,32.75,2003.8,2137.8,2364,3351.5,2709.7,0.616,4.486,1.58,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:06,Data,34.911,33.723,61.471,7,44.855,2319.23,28.42,65.77,0.04,3.196,1.299,3321.58,1.181,97.2,28.9,1392,32.93,1992.9,2134.9,2384.1,3367.4,2709.8,0.61052,4.495,1.58,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:10,Data,35.053,34.053,61.2,7,44.855,2321.04,28.41,65.77,0.03,3.193,1.291,3317.05,0.857,97.2,28.8,1393,32.88,1990.2,2146.9,2378.4,3364.8,2709.8,0.61344,4.485,1.59,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:14,Data,34.803,33.871,61.38,7,44.855,2319.23,28.41,65.86,0.03,3.18,1.284,3321.58,1.121,97.2,28.8,1392,32.88,1992.9,2121.8,2351.6,3333.8,2709.8,0.61344,4.465,1.59,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:17,Data,35.026,33.966,61.38,7,44.81,2318.33,28.42,65.95,0.05,3.187,1.294,3317.05,1.06,97.2,28.9,1390,32.93,1990.2,2132.1,2374.6,3354.7,2709.8,0.61041,4.482,1.58,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:21,Data,35.026,34.107,61.2,7,44.81,2315.62,28.4,65.68,0.04,3.189,1.302,3321.58,0.918,97.2,29,1390,32.88,1992.9,2121.1,2389.4,3366.2,2709.8,0.60534,4.491,1.58,80,44,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:24,Data,35.026,33.885,61.154,7,44.81,2315.62,28.42,65.86,0.04,3.186,1.295,3321.58,1.127,97.2,28.9,1389,32.93,1992.9,2127.1,2367.8,3335.4,2709.8,0.61206,4.481,1.57,80,43.9,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:28,Data,34.884,33.871,61.2,7,44.719,2315.62,28.41,65.77,0.03,3.179,1.293,3294.44,0.932,97.2,28.9,1389,32.93,1976.7,2138,2374.8,3362.5,2709.8,0.61378,4.472,1.56,80,43.9,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:32,Data,34.999,34.047,61.064,7,44.719,2319.23,28.42,65.86,0.04,3.185,1.288,3289.92,1.148,97.2,28.8,1391,32.93,1974,2129.5,2369.3,3349.9,2709.8,0.61167,4.473,1.57,80,43.9,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:35,Data,35.019,34.101,61.2,7,44.81,2317.43,28.42,65.77,0.04,3.191,1.292,3294.44,0.932,97.2,28.8,1390,32.88,1976.7,2134.8,2362.7,3344.5,2709.8,0.61448,4.483,1.56,80,43.9,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:39,Data,35.012,33.878,61.109,7,44.81,2316.52,28.42,65.77,0.03,3.188,1.293,3276.35,1.121,97.2,28.9,1390,32.88,1965.8,2139,2362.2,3354.2,2709.8,0.6127,4.481,1.56,80,43.9,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:43,Data,34.796,33.993,61.154,6.99,44.764,2317.43,28.42,65.86,0.04,3.187,1.296,3285.4,0.918,97.2,28.9,1390,32.88,1971.2,2136.3,2380.1,3359.7,2709.8,0.61055,4.482,1.55,80,43.8,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:46,Data,35.012,33.898,61.064,7,44.674,2318.33,28.43,65.77,0.04,3.193,1.298,3294.44,1.013,97.2,28.9,1391,32.88,1976.7,2128.7,2380.1,3356.4,2709.8,0.6113,4.49,1.56,80,43.8,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:50,Data,34.796,33.871,60.883,7,44.584,2318.33,28.42,65.86,0.03,3.197,1.295,3280.88,1.1,97.2,28.8,1391,32.88,1968.5,2116.5,2387.4,3356.6,2709.8,0.60567,4.491,1.54,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:54,Data,34.803,34.107,61.019,7,44.674,2319.23,28.41,65.77,0.04,3.184,1.296,3285.4,0.891,97.2,28.9,1392,32.88,1971.2,2152.3,2372.6,3371.2,2709.8,0.61278,4.481,1.54,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:53:57,Data,35.053,33.986,60.928,7,44.674,2318.33,28.41,65.86,0.04,3.167,1.298,3289.92,1.04,97.2,29.1,1390,32.88,1974,2156.6,2352.4,3355.5,2709.8,0.61823,4.465,1.55,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:01,Data,35.026,34.047,60.973,7,44.538,2321.95,28.4,65.77,0.04,3.172,1.288,3285.4,0.817,97.2,28.9,1393,32.84,1971.2,2161.7,2359.2,3359,2709.8,0.62021,4.46,1.55,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:04,Data,35.026,33.986,61.019,6.99,44.719,2321.95,28.41,65.86,0.03,3.163,1.291,3276.35,0.918,97.2,29,1393,32.88,1965.8,2164.9,2381.9,3379.6,2709.8,0.61723,4.453,1.56,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:08,Data,34.796,33.993,60.838,7,44.584,2321.95,28.4,65.86,0.03,3.165,1.301,3280.88,1.121,97.2,29.1,1393,32.98,1968.5,2172,2362.4,3368.2,2709.8,0.62141,4.466,1.56,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:12,Data,35.026,34.107,60.838,6.99,44.629,2321.04,28.39,65.86,0.04,3.174,1.29,3280.88,0.918,97.2,28.9,1393,32.88,1968.5,2140.3,2377.2,3362.7,2709.8,0.60915,4.464,1.54,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:15,Data,34.999,34.101,60.838,7,44.629,2322.85,28.4,65.68,0.03,3.174,1.293,3280.88,0.918,97.2,29,1394,32.88,1968.5,2138.1,2375.1,3364.3,2709.8,0.613,4.467,1.54,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:19,Data,35.026,33.885,60.883,7,44.629,2325.56,28.4,65.77,0.04,3.177,1.292,3280.88,1.04,97.2,28.9,1394,32.88,1968.5,2128.7,2372.4,3353.3,2709.8,0.61059,4.469,1.55,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:23,Data,34.857,34.094,60.928,7,44.629,2321.95,28.4,65.86,0.03,3.169,1.29,3267.31,0.837,97.2,28.9,1393,32.88,1960.4,2138.1,2376.5,3362.6,2709.8,0.60986,4.459,1.54,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:26,Data,35.053,33.932,60.928,7,44.629,2321.95,28.4,65.77,0.03,3.165,1.283,3267.31,0.871,97.2,28.8,1393,32.88,1960.4,2128.3,2366.6,3331.8,2709.8,0.61487,4.448,1.56,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:30,Data,35.026,34.107,60.883,7,44.538,2320.14,28.39,65.77,0.03,3.178,1.291,3267.31,0.918,97.2,28.9,1393,32.88,1960.4,2135.3,2376,3354.9,2709.8,0.61465,4.469,1.55,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:34,Data,35.073,33.932,60.973,7,44.674,2321.95,28.4,65.77,0.04,3.178,1.283,3271.83,0.749,97.2,28.8,1393,32.93,1963.1,2138,2360.3,3349.2,2709.8,0.62042,4.462,1.54,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:37,Data,35.026,34.249,61.109,7,44.629,2321.04,28.4,65.77,0.04,3.177,1.288,3262.79,1.134,97.2,28.8,1392,32.88,1957.7,2145,2370.4,3361.8,2709.8,0.61457,4.465,1.54,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:41,Data,34.924,34.08,60.928,7,44.629,2321.04,28.4,65.77,0.04,3.172,1.302,3267.31,0.83,97.2,29.1,1393,32.84,1960.4,2128.2,2371.2,3350.2,2709.8,0.61275,4.474,1.54,80,43.7,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:45,Data,35.026,33.932,60.792,7,44.538,2321.04,28.4,65.77,0.04,3.18,1.295,3258.26,1.094,97.2,28.9,1392,32.88,1955,2140.3,2374.9,3360.3,2709.8,0.61279,4.475,1.54,80,43.6,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:48,Data,35.228,34.107,60.792,7,44.629,2321.95,28.39,65.589,0.04,3.179,1.286,3258.26,1.141,97.2,28.8,1393,32.79,1955,2124,2360.7,3341.6,2709.8,0.61158,4.464,1.53,80,43.6,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:52,Data,35.154,34.107,60.702,7,44.538,2321.04,28.4,65.95,0.03,3.157,1.294,3244.7,0.824,97.2,29.1,1393,32.88,1946.8,2151.4,2377.2,3369.8,2709.8,0.61392,4.452,1.52,80,43.6,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:55,Data,34.918,34.107,60.792,7,44.538,2323.75,28.4,65.589,0.04,3.165,1.292,3258.26,0.878,97.2,29,1394,32.75,1955,2142,2364.5,3351.8,2709.8,0.61684,4.458,1.53,80,43.6,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:54:59,Data,35.228,33.905,60.702,7,44.629,2321.04,28.4,65.77,0.04,3.174,1.29,3253.74,1.195,97.2,28.9,1393,32.88,1952.2,2134.9,2357,3346.9,2709.8,0.6134,4.463,1.54,80,43.6,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:03,Data,35.039,34.107,60.838,7,44.629,2321.04,28.4,65.589,0.03,3.17,1.287,3253.74,0.918,97.2,28.9,1393,32.75,1952.2,2121.4,2344.2,3324.9,2709.8,0.6139,4.459,1.55,80,43.6,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:06,Data,35.039,34.324,60.928,7,44.674,2320.14,28.4,65.499,0.04,3.164,1.293,3258.26,0.743,97.2,29,1392,32.79,1955,2132.9,2354.3,3342.3,2709.8,0.61582,4.456,1.55,80,43.6,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:10,Data,35.026,34.107,60.838,7,44.584,2319.23,28.4,65.589,0.03,3.175,1.288,3258.26,0.918,97.2,28.9,1392,32.79,1955,2141.1,2380.2,3355,2709.8,0.61263,4.463,1.53,80,43.6,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:14,Data,35.032,33.986,60.747,7,44.493,2319.23,28.4,65.589,0.04,3.165,1.286,3244.7,0.918,97.2,28.9,1391,32.75,1946.8,2136.2,2355.5,3345.1,2709.8,0.61505,4.453,1.53,80,43.6,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:17,Data,35.242,33.898,60.883,6.99,44.538,2319.23,28.4,65.589,0.03,3.157,1.298,3244.7,0.952,97.2,29.1,1391,32.75,1946.8,2134.8,2368.7,3343.9,2709.8,0.61239,4.455,1.54,80,43.6,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:21,Data,34.81,34.209,60.521,7,44.448,2312.91,28.39,65.68,0.02,3.158,1.3,3253.74,0.763,97.2,29.1,1388,32.79,1952.2,2132,2374.1,3353.6,2709.8,0.61239,4.46,1.54,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:25,Data,35.221,34.215,60.612,7,44.493,2316.52,28.4,65.589,0.04,3.159,1.276,3253.74,1.033,97.2,28.8,1390,32.79,1952.2,2138.9,2369.6,3359.2,2709.8,0.61168,4.435,1.53,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:28,Data,35.08,34.107,60.747,7,44.403,2315.62,28.39,65.589,0.03,3.171,1.274,3258.26,0.925,97.2,28.7,1389,32.79,1955,2120.5,2375.1,3353.5,2709.8,0.60789,4.444,1.53,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:32,Data,35.113,34.161,60.657,7,44.403,2315.62,28.39,65.589,0.03,3.174,1.286,3253.74,0.925,97.2,28.8,1389,32.75,1952.2,2127.8,2393.4,3365.3,2709.8,0.60702,4.462,1.53,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:35,Data,35.242,33.986,60.702,7,44.448,2312.91,28.4,65.589,0.04,3.168,1.286,3253.74,0.83,97.2,28.9,1388,32.79,1952.2,2134.7,2359,3340.2,2709.8,0.6157,4.454,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:39,Data,35.039,33.898,60.612,7,44.403,2311.1,28.4,65.499,0.03,3.174,1.287,3240.18,1.046,97.2,28.9,1387,32.75,1944.1,2134.3,2362.5,3346.7,2709.8,0.61378,4.461,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:43,Data,34.85,33.898,60.702,7,44.493,2310.2,28.4,65.589,0.03,3.165,1.284,3253.74,0.884,97.2,28.9,1386,32.79,1952.2,2110.2,2370.3,3339.9,2709.8,0.60823,4.45,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:46,Data,35.026,34.06,60.747,7,44.493,2310.2,28.4,65.589,0.04,3.166,1.287,3258.26,1.006,97.2,28.9,1387,32.79,1955,2135.6,2377.6,3359.5,2709.8,0.60941,4.453,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:50,Data,35.282,34.114,60.747,7,44.493,2312.91,28.42,65.499,0.04,3.159,1.286,3253.74,0.952,97.2,28.9,1388,32.75,1952.2,2122.3,2381.6,3355,2709.8,0.60776,4.446,1.53,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:54,Data,35.019,34.08,60.612,7,44.312,2313.81,28.4,65.499,0.04,3.169,1.285,3258.26,0.945,97.2,28.9,1388,32.84,1955,2128.8,2387.5,3365.7,2709.8,0.60897,4.453,1.53,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:55:57,Data,35.248,34.107,60.702,7,44.448,2313.81,28.39,65.589,0.03,3.178,1.292,3258.26,0.945,97.2,28.9,1388,32.79,1955,2132.8,2352.2,3339.4,2709.9,0.61512,4.47,1.51,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:01,Data,35.134,34.148,60.657,7,44.538,2312.91,28.4,65.499,0.03,3.174,1.287,3231.13,0.965,97.2,28.8,1388,32.79,1938.7,2132.2,2389.5,3370.2,2709.9,0.60802,4.462,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:04,Data,35.026,34.107,60.657,6.99,44.448,2310.2,28.41,65.499,0.04,3.176,1.283,3231.13,0.918,97.2,28.8,1386,32.75,1938.7,2136.4,2383.6,3364.6,2709.9,0.6124,4.461,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:08,Data,35.026,34.107,60.657,7,44.448,2311.1,28.39,65.589,0.04,3.171,1.277,3240.18,0.918,97.2,28.7,1386,32.79,1944.1,2136.4,2359.5,3342.4,2709.9,0.61323,4.449,1.53,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:12,Data,35.356,34.161,60.747,7,44.538,2311.1,28.4,65.589,0.03,3.164,1.293,3235.65,1.114,97.2,29,1387,32.66,1941.4,2131.9,2374.7,3358.9,2709.9,0.61062,4.456,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:15,Data,35.08,34.107,60.612,6.99,44.538,2311.1,28.39,65.589,0.05,3.166,1.293,3240.18,0.925,97.2,29,1386,32.84,1944.1,2118.3,2359.2,3335.8,2709.9,0.61202,4.462,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:19,Data,34.924,34.107,60.657,7,44.448,2311.1,28.4,65.589,0.04,3.175,1.293,3235.65,0.817,97.2,28.9,1387,32.75,1941.4,2132.2,2359.7,3346.1,2709.9,0.61646,4.469,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:23,Data,35.005,34.107,60.657,7,44.448,2308.39,28.4,65.228,0.04,3.175,1.292,3235.65,0.918,97.2,28.9,1386,32.66,1941.4,2138.5,2359.1,3346,2709.9,0.6183,4.467,1.53,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:26,Data,35.201,34.161,60.702,7,44.538,2311.1,28.4,65.318,0.04,3.174,1.293,3235.65,0.911,97.2,28.9,1387,32.66,1941.4,2122.3,2349.4,3330.4,2709.9,0.61216,4.467,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:30,Data,35.228,34.121,60.702,7,44.538,2311.1,28.4,65.318,0.04,3.166,1.289,3235.65,1.094,97.2,28.9,1386,32.66,1941.4,2132.8,2369.5,3353.3,2709.9,0.61373,4.456,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:34,Data,35.255,34.114,60.702,7,44.493,2311.1,28.4,65.318,0.04,3.177,1.292,3235.65,0.938,97.2,28.9,1387,32.66,1941.4,2120.4,2365.3,3345.2,2709.9,0.60826,4.47,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:37,Data,35.026,34.114,60.612,7,44.584,2310.2,28.39,65.318,0.04,3.171,1.283,3235.65,0.918,97.2,28.8,1387,32.66,1941.4,2112.9,2359.4,3333.4,2709.9,0.6104,4.454,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:41,Data,35.053,34.107,60.657,7,44.448,2310.2,28.4,65.318,0.01,3.177,1.289,3235.65,0.925,97.2,28.9,1386,32.66,1941.4,2133,2372.2,3354.5,2709.9,0.61419,4.465,1.52,80,43.5,1.2,ON,ON,4.6,2.8,26,26
6/26/2025,5:56:45,Data,35.012,34.107,60.657,7,44.448,2312.91,28.4,65.318,0.03,3.164,1.296,3231.13,0.918,97.2,29.1,1388,32.75,1938.7,2121.9,2360.2,3337.5,2709.9,0.61072,4.462,1.54,80,43.5,1.2,ON,ON,4.6,2.8,26,26
